Index,Name,Overall_Rating,Cuisine,Rate for two,City,Review
572,Merlin Cafe,-,"Cafe, Chinese, Fast Food",600,jaipur,Peaceful and Quality RestroMust Visiting place For Party and EnjoymentSuperb Quality Mocktail Lovers
573,Merlin Cafe,-,"Cafe, Chinese, Fast Food",600,jaipur,If You Love Collecting Louxrious Experience In Affordable cost Must Visit Merlin Restro and Cafe once in Jaipur Delicious Quality Of Food and Humble Service.Uniquemess in Jopdi Decorum Dining Table... A1 Experience.
574,Sujangarh Cafe,New,"Cafe, Coffee, Sandwich, Pizza",400,jaipur,spring rolls are very tasty
575,Sujangarh Cafe,New,"Cafe, Coffee, Sandwich, Pizza",400,jaipur,very tasty spring roll
576,Sujangarh Cafe,New,"Cafe, Coffee, Sandwich, Pizza",400,jaipur,veery good taste
577,Roadies Koffeehouz,3.9,"Cafe, Coffee, Fast Food, Shake, Beverages",600,surat,I ordered pasta and it was tasteless... no salt no taste just felt like we r eating boiled pasta... Thn I ordered nutells and banana pancakes.. it was so yukky.. Felt like puking
578,Roadies Koffeehouz,3.9,"Cafe, Coffee, Fast Food, Shake, Beverages",600,surat,nice place great vibe and food
579,395 - The Modern Cuisine,3.3,"Cafe, Coffee, Beverages, Street Food, Fast Food, North Indian, Desserts","1,100",surat,"Good interiors, great place to have a converstion over coffee. Variety of food and drink options are available on the menu. Taste-wise, seasoning was a hit and miss in the dishes. We ordered the spinach soup (florantine) and Al Fredo pasta with mushrooms. The soup was not as hot as expected, with a slightly skewed proportion of salt-pepper. Basically, namak was not swad anusar. The pasta on the other hand was much better, the saving grace being the mushrooms which we added to the Al fredo. I’m not sure how it would have tasted without the well-seasoned mushrooms. We also ordered coffee which almost get like a dessert so that might be a tad disappointing for hard core coffee lovers....read more"
580,395 - The Modern Cuisine,3.3,"Cafe, Coffee, Beverages, Street Food, Fast Food, North Indian, Desserts","1,100",surat,Very useful for senior citizens
581,Coffee King Cafe & Restaurant,4.3,"Cafe, Beverages, Desserts, Italian, Finger Food, Fast Food",800,surat,Please do suggest the restaurant to improve the quality as they have degraded from the way they used to be and also the pasta weren’t good at all no one ate them.
582,Koselig,-,"Cafe, Coffee, Sandwich, Salad, Pizza, Italian, Burger, Desserts","1,200",surat,"They serve really good coffee. Loved their cottage cheese sandwich and cold coffee. But, they need to work on the washroom hygiene."
583,Koselig,-,"Cafe, Coffee, Sandwich, Salad, Pizza, Italian, Burger, Desserts","1,200",surat,One of the best coffee in town ….nd now they deliver too ….haven’t had such amazing coffee anywhere in Surat …..
584,Brewing Brokers Cafe,-,"Cafe, Coffee, Shake, Beverages, Italian, Mexican, Sandwich, Fast Food","1,000",surat,great and wonderful food and coffee go and taste it 
585,Brewing Brokers Cafe,-,"Cafe, Coffee, Shake, Beverages, Italian, Mexican, Sandwich, Fast Food","1,000",surat,It is a very great place. The cold brew was very refreshing and reasonably. Highly recommend cafe to order coffee.
586,Brewing Brokers Cafe,-,"Cafe, Coffee, Shake, Beverages, Italian, Mexican, Sandwich, Fast Food","1,000",surat,I got very influenced when I have crunchy coffee. It's taste nice and the quantity or amount of coffee was sufficient more than enough.✌️✌️
587,The Waves Cafe,New,"Cafe, Desserts",550,surat,It's very tasty 
588,The Waves Cafe,New,"Cafe, Desserts",550,surat,Awesome coffee
589,The Waves Cafe,New,"Cafe, Desserts",550,surat,Very testy Awsm 
590,The Good Stuff,3.8,"Cafe, Fast Food, Desserts, Beverages",800,surat,There was no flavour of biscoff
591,The Good Stuff,3.8,"Cafe, Fast Food, Desserts, Beverages",800,surat,The shake was spilled completely and the best Zomato did was to refund 100rs.
592,Richie Rich - On Wheels,3.3,"North Indian, Chinese, Fast Food, Cafe, Coffee, Juices, Beverages","1,000",surat,No extra pavs were given.
593,The Chocolate Room,3.9,"Cafe, Italian, Chinese, Mexican, Fast Food, Waffle, Desserts, Beverages",850,surat,cheesecake which i received taste bad like edible oil.
594,Red Flames Pizzaria,4.2,"Cafe, Pizza, Fast Food, Beverages",600,surat,Must visit place....quality food....great service....
595,Red Flames Pizzaria,4.2,"Cafe, Pizza, Fast Food, Beverages",600,surat,"I can definitelu say, they are way better than dominoes, i love it, different varieties, a tasty sub sandwich, pasta, exclusiveness, ma kasam ek vaar toh javu joye, dominoes karta sara che. I just love them"
596,Red Flames Pizzaria,4.2,"Cafe, Pizza, Fast Food, Beverages",600,surat,"Rate bahuti jyada badha diya, ab bandh krneki nobat aayegi...Price pe dhayn do to everyday discount scheme ki jarrurat nahi padegi...Varna bada pachhtaoge..."
597,Cafe Coffee Day,3,"Cafe, Coffee, Tea, Fast Food, Desserts, Beverages, Sandwich, Shake",700,surat,the coffee is worst. what was that literally... CCD not expected to be like ths. hellish
598,Cafe Coffee Day,3,"Cafe, Coffee, Tea, Fast Food, Desserts, Beverages, Sandwich, Shake",700,surat,good 
599,Cafe Coffee Day,3,"Cafe, Coffee, Tea, Fast Food, Desserts, Beverages, Sandwich, Shake",700,surat,"There was no ice in the coffee pathetic coffee , it was too sweet and bad I would life my refund for this"
600,Moonstruck Coffee,3.7,"Cafe, Coffee, Beverages, Pasta, Fast Food, Desserts",800,surat,not up to the mark
601,Koffee King,4.1,"Cafe, Coffee, Tea, Shake, Beverages, Sandwich, Ice Cream, Desserts",500,indore,Only 2 cold coffee
602,Alba Bistro,4.4,"North Indian, Cafe, Salad, Fast Food, Coffee, Pizza, Desserts, Shake","1,200",indore,I ordered dry manchurian n you sent gravy.
603,Alba Bistro,4.4,"North Indian, Cafe, Salad, Fast Food, Coffee, Pizza, Desserts, Shake","1,200",indore,No spoon to eat 
604,The Ground Baking Co.,4.3,"Cafe, Pizza, Waffle, Beverages","1,200",indore,Staff doesn’t know how to behave…They have hired kids who will giggle at your face…Hospitality is not good.
605,The Ground Baking Co.,4.3,"Cafe, Pizza, Waffle, Beverages","1,200",indore,"Absolutely disappointed by this place. I used to consider this the best pizza place. But i came here after almost 2 years to eat, the pizza tasted horrible. The cheese, topping all were out place. Wouldn’t visit again. "
606,The Ground Baking Co.,4.3,"Cafe, Pizza, Waffle, Beverages","1,200",indore,"The best place to have pizzas in Indore. From New York style to Neapolitan, they have mastered it all. Love the staff at GBC they are very accommodating and Prasun understands what he's serving. My fav dessert of all time is their blueberry cheese cake and Belgium cake "
607,The Ground Baking Co.,4.3,"Cafe, Pizza, Waffle, Beverages","1,200",indore,Fan of their New York Style Pizzas. Love the toppings and how perfectly baked they always are. The staff is extremely warm and they serve timely. 
608,The Ground Baking Co.,4.3,"Cafe, Pizza, Waffle, Beverages","1,200",indore,I like the Ambience!! Pizza was also good!! Different experience!! Must visit! Play Area was not there for kids
609,Mitti - Organic Fresh Desi,4.1,"Cafe, Coffee, Beverages, North Indian, Continental, Chinese, Healthy Food, Desserts","1,000",indore,Taste was bitter very highly priced not worth the money
610,Mitti - Organic Fresh Desi,4.1,"Cafe, Coffee, Beverages, North Indian, Continental, Chinese, Healthy Food, Desserts","1,000",indore,quantity is way less
611,The Chocolate Room,2.7,"Cafe, Coffee, Beverages, Italian, Chinese, Fast Food, Mexican, Desserts","1,000",indore,Whole food was spoiled nothing left
612,The Chocolate Room,2.7,"Cafe, Coffee, Beverages, Italian, Chinese, Fast Food, Mexican, Desserts","1,000",indore,Bad delivery
613,The Chocolate Room,2.7,"Cafe, Coffee, Beverages, Italian, Chinese, Fast Food, Mexican, Desserts","1,000",indore,true taste of coffee along with great Italian treat..I loved Chinese as well but showstopper was it's deserts with which I fallen in love 💕
614,The Chocolate Room,2.7,"Cafe, Coffee, Beverages, Italian, Chinese, Fast Food, Mexican, Desserts","1,000",indore,felt like vomiting because of so much sugar
615,Cafe De Casa,-,"Cafe, Shake, Chinese, Italian, Mexican, North Indian, Desserts, Beverages","1,100",indore,Really good ambience and interiors. It deserves more attention and audience than it is getting. all the best. 
616,Cafe De Casa,-,"Cafe, Shake, Chinese, Italian, Mexican, North Indian, Desserts, Beverages","1,100",indore,I personally loved the chhole bhatite and kiwi mojito here. The place has a very good ambience and is a must try in vijaynagar!
617,Fantasy Bakery And Cafe,4.3,"Cafe, Coffee, Beverages, Fast Food, Continental, North Indian, Chinese, Bakery","1,000",indore,Too less quantity for exorbitant prices. 
618,Fantasy Bakery And Cafe,4.3,"Cafe, Coffee, Beverages, Fast Food, Continental, North Indian, Chinese, Bakery","1,000",indore,the top of the box came broken but it's ok 
619,Fantasy Bakery And Cafe,4.3,"Cafe, Coffee, Beverages, Fast Food, Continental, North Indian, Chinese, Bakery","1,000",indore,"stuffing of masala was very less and size was also small, also the quality was not good. Please refund the amount asap"
620,Aieroc Resto Cafe,4.2,"Cafe, Continental, Chinese, Italian, Pizza, Sandwich, Fast Food, Beverages","1,100",indore,No toppings received Straw not received Coffee spilled
621,Aieroc Resto Cafe,4.2,"Cafe, Continental, Chinese, Italian, Pizza, Sandwich, Fast Food, Beverages","1,100",indore,You see the pizza tasted like only baked tomatoes and had no good toppings. Overall it didn't taste good so I would not prefer the pizzas here as I could have got a larger pizza at well known brands like Domino's.
622,Aieroc Resto Cafe,4.2,"Cafe, Continental, Chinese, Italian, Pizza, Sandwich, Fast Food, Beverages","1,100",indore,Bad taste completely cool and not thin crust
623,The Market - Fairfield by Marriott,3.5,"Cafe, Coffee, Pizza, Fast Food, Shake, Beverages","1,000",indore,lovely 
624,The Market - Fairfield by Marriott,3.5,"Cafe, Coffee, Pizza, Fast Food, Shake, Beverages","1,000",indore,i paid 245rs for 3types fruit??? wow ya 🙏🏼👌🏻 
625,The Market - Fairfield by Marriott,3.5,"Cafe, Coffee, Pizza, Fast Food, Shake, Beverages","1,000",indore,The milkshake was horrible
626,Wanna Puff,3.4,"Cafe, North Indian, Fast Food, Continental, Pizza, Beverages",500,indore,Very poor place very poor staff Untrained and extremely rude Food quality is very low  Not worth going this long wayEven the owner is extremely rude
627,Wanna Puff,3.4,"Cafe, North Indian, Fast Food, Continental, Pizza, Beverages",500,indore,"please block this restaurant form Zomato they are cheaterstaste is no more as it use to be ,they now use low quality ingredients "
628,Wanna Puff,3.4,"Cafe, North Indian, Fast Food, Continental, Pizza, Beverages",500,indore,over all worst experince 
629,Wanna Puff,3.4,"Cafe, North Indian, Fast Food, Continental, Pizza, Beverages",500,indore,"taste was good but it is happening for second time, didn't expected from wanna puff.. very poor packing "
630,Wanna Puff,3.4,"Cafe, North Indian, Fast Food, Continental, Pizza, Beverages",500,indore,Amazing place for an away-from-the-city ride and experience. The food served was delicious and properly cooked. I ordered Bombay Kaccha which could impress people who love raw bread. Mexican Tacos were good to taste with tasty filling and patty inside. Latte was nicely presented.Recommend place for a different vibe and view of the city from the top.
631,Your Own Brew Cafe,4.5,"Cafe, Fast Food, Sandwich, Chinese, Pizza, Pasta, Rolls, Beverages",500,indore,superb test 👏 
632,Your Own Brew Cafe,4.5,"Cafe, Fast Food, Sandwich, Chinese, Pizza, Pasta, Rolls, Beverages",500,indore,Itna kharab test ka khana maine kabhi nhi khayamain kabhi bhi online food nhi magauingi. very bad food test😞
633,Your Own Brew Cafe,4.5,"Cafe, Fast Food, Sandwich, Chinese, Pizza, Pasta, Rolls, Beverages",500,indore,Worst pasta ever. They have simply used Malai kofta gravy in it. 
634,The Nest,4.3,"Cafe, Fast Food, Sandwich, Desserts, Beverages, Shake",400,indore,its to costly according to quality 
635,The Nest,4.3,"Cafe, Fast Food, Sandwich, Desserts, Beverages, Shake",400,indore,amazingg
636,Crumb's Patisserie And Cafe,-,"Cafe, Coffee, Beverages, Sandwich, Fast Food, Chinese, Bakery",700,indore,"it was very thin. base is not good 😏 we don't like that, size was good but bcos of thin base it's less portion ☹️"
637,Crumb's Patisserie And Cafe,-,"Cafe, Coffee, Beverages, Sandwich, Fast Food, Chinese, Bakery",700,indore,Best in town
638,Crumb's Patisserie And Cafe,-,"Cafe, Coffee, Beverages, Sandwich, Fast Food, Chinese, Bakery",700,indore,"This cozy restaurant has left the best impressions! Hospitable hosts, delicious dishes, beautiful presentation."
639,The AMP Cafe & Eatery,3.9,"Cafe, Coffee, Fast Food, Sandwich, Pasta, Pizza, Beverages",600,indore,very poor food quality.felt like the food was cooked hours before itself The sbzi smelled very bad
640,The AMP Cafe & Eatery,3.9,"Cafe, Coffee, Fast Food, Sandwich, Pasta, Pizza, Beverages",600,indore,Worst Nutella sandwich ever had smells like cardboard
641,The AMP Cafe & Eatery,3.9,"Cafe, Coffee, Fast Food, Sandwich, Pasta, Pizza, Beverages",600,indore,the pizza i ordered was only 6 inches but in the title it said 8inches
642,CBI - Coffee Bureau Of Indore,3.8,"Cafe, Sandwich, Burger, Mexican, Fast Food, Ice Cream, Shake, Beverages",600,indore,in cheese chigar roll.. lot of potato stuff 👎👎
643,Cafe El Carpediem,3.7,"Cafe, Chinese, Sandwich, Pizza, Burger, Fast Food, Shake, Beverages",500,indore,"They serve very delicious food , best place to hangout with family and friends. I loved the music and happy vibes here ..Great service and very yummy meals served with whole respect and happiness."
644,Destiny Cafe And Restaurant,3.8,"Cafe, Coffee, Shake, Beverages, Fast Food, Chinese, North Indian, Momos",500,indore,Very bad taste u know ek to delivery me itna time dusra itna Ganda taste Ratings me 1star dena hota h minimum other wise 1 star layak taste bhi nhi h
645,Destiny Cafe And Restaurant,3.8,"Cafe, Coffee, Shake, Beverages, Fast Food, Chinese, North Indian, Momos",500,indore,what is this ye cold coffe hai  i dont like it n apne kya banaya hai ye 😡😡
646,Destiny Cafe And Restaurant,3.8,"Cafe, Coffee, Shake, Beverages, Fast Food, Chinese, North Indian, Momos",500,indore,as per the cost portion size is very small. 
647,McCafe by McDonald's,3.7,"Cafe, Coffee, Shake, Fast Food, Desserts",500,indore,cold food
648,McCafe by McDonald's,3.7,"Cafe, Coffee, Shake, Fast Food, Desserts",500,indore,"Best Iced Americano in town by a mile. Shakes and baked goods also tasty, but I tend not to order them since I'm off sugar. Prefer delivery or takeaway since McDonald's is a terrible spot to sit and drink coffee."
649,McCafe by McDonald's,3.7,"Cafe, Coffee, Shake, Fast Food, Desserts",500,indore,"Everytime I visit McCafe I Order mc flurry Oreo which is good Everytime, one negative point is that they don't accept cards. Big sitting area, good place"
650,Crazy Coffee,3.8,"Cafe, Coffee, Pizza, Sandwich, Street Food, Wraps, Desserts, Beverages",300,indore,Awesome Experience😊
651,Sassy House - All Day Cafe,3.7,"Cafe, Fast Food, North Indian, Beverages, Desserts, Pizza, Pasta",650,indore,Chicken was not fresh. I was smelling so bad also taste was pathetic
652,Sassy House - All Day Cafe,3.7,"Cafe, Fast Food, North Indian, Beverages, Desserts, Pizza, Pasta",650,indore,Reduced portion size How can this happen in 3 days From a full box you went to half directly for the same price. 😂
653,Amelie's,4,"Cafe, Coffee","1,100",chennai,very less quantity for such high price
654,The Pod Cafe,3.7,"Cafe, Coffee, Shake, Beverages",500,chennai,packaging is not strong 
655,The Pod Cafe,3.7,"Cafe, Coffee, Shake, Beverages",500,chennai,It’s a nice cozy spot by the turf! However it’s too interior ( next to aavin factory) But coffee was simply amazing! Worth a visit! 
656,The Pod Cafe,3.7,"Cafe, Coffee, Shake, Beverages",500,chennai,"The place was really small so we didn’t have much expectations but it was great to be there. Downside is Service took a really long time and there are no washrooms. We ordered:Corn cheese nuggets - AMAZING! We were tempted to keep ordering this. The side was excellent too.Peri peri French fries - This also tasted really good. Sphagetti Arabiatta pasta- portion was less but great quality and taste.Choco hazelnut milkshake - GoodPotato wedges - could have been better but not bad.Nutella waffle - excellent waffle! Loved it!Overall it was a good experience, would highly recommend."
657,The Pod Cafe,3.7,"Cafe, Coffee, Shake, Beverages",500,chennai,Excellent food. I visited the cafe too. Great sports cafe with good ambiance. Really good quality of food and the food portion is big enough too. 
658,Movenpick Ice Cream Boutique,4.2,"Desserts, Ice Cream, Beverages, Cafe",600,chennai,"Terrible. One ice cream tasted like spoiled milk. They refused to cancel. Other ice creams are average, that u can find in any ordinary restaurant, but extremely overpriced. 350 rs for 1 small scoop, which they serve in a disposable cup n wodden spoon. AC does not work in the restaurant."
659,Movenpick Ice Cream Boutique,4.2,"Desserts, Ice Cream, Beverages, Cafe",600,chennai,1 mini scoop of ice cream is 325+taxes . If you can afford it you can give it a try. Decent icecream but definitely too expensive for what it's worth. Atleast the ambience can be better for this price.
660,Movenpick Ice Cream Boutique,4.2,"Desserts, Ice Cream, Beverages, Cafe",600,chennai,"First things frst, we forgot our phone and left the shop after having our ice cream. Raju and Vadivelu were kind enough to keep it safe, really appreciate their integrity. Not to forget the ice creams were top notch and our heart felt gratitude to Raju and Vadivelu "
661,Movenpick Ice Cream Boutique,4.2,"Desserts, Ice Cream, Beverages, Cafe",600,chennai,"Visited the place two weeks back with my kids... 4 ice creams burnt a hole in my wallet... And all single scoops, mind you... Could have spent the amount for a month at some other ice cream parlour ... So much for fine diningThere is nothing special about this place, unless you have money growing on trees and want to burn them away"
662,The Summer House Eatery,4.2,"Cafe, Mexican, Italian, Continental, Fast Food, Desserts, Beverages",950,chennai,i received chicken pasta instead of the veg pasta that i had ordered and paid extra for.i request for the restaurant to refund or i’ll take this to instagram and report you guys.i’m a pure vegetarian and this is unethical and unacceptable.
663,Convo@C20,4.1,"Cafe, American, Continental, Italian, Asian, Beverages, Pizza, Desserts","1,200",chennai,The waiter doesn't know his dishes. He couldn't explain any dish and served something else. The food was decent and the ambience was good.
664,Convo@C20,4.1,"Cafe, American, Continental, Italian, Asian, Beverages, Pizza, Desserts","1,200",chennai,we were skeptic when we first saw the restaurant but they blew our mind with the service and the food. 10 on 10 i would recommend.
665,Seeds Lifestyle,4.4,"Cafe, Salad, Healthy Food, Fast Food, Middle Eastern, Wraps, Beverages",750,chennai,"The ambience is very beautiful located in between residential area ,cosy and good however the food portions was little for the prices they charge,  we had hot chocolate not that great. They don't have card payment and the staff didn't inform beforehand, (only gpay or cash). again Only the ambience is good nothing much "
666,Double Roti,4.2,"Cafe, Coffee, Continental, Mexican, Salad, Healthy Food, Fast Food, Beverages",950,chennai,"tastey but quite expensive, less option for chicken."
667,Chamiers Cafe,4,"Cafe, Fast Food, Continental, Italian, Beverages","1,200",chennai,"expensive and overrated. ordered tuna sandwich and cheese poppers and neither were worth it. look at the size and quantity of the cheese poppers. had to repeatedly ask for water, nobody cared for it otherwise. ridiculous."
668,Chamiers Cafe,4,"Cafe, Fast Food, Continental, Italian, Beverages","1,200",chennai,Extremely horrible service. The waiter was so rude that he actually snatched the plate away from our table. A total disappointment.
669,Chamiers Cafe,4,"Cafe, Fast Food, Continental, Italian, Beverages","1,200",chennai,"It’s so sad to see that Chamiers Cafe, once a cozy place for great food and ambience has lost all of its charm in the recent years. While the food is ridiculously overpriced for its underwhelming food, perhaps the biggest problem they must overcome is their pathetic service. The staff are not only slow, but also disrespectful and rude, so much that it may feel like you’re eating there for free. If you’re lucky, you may receive service from one of the friendly staff which are very less in number, of course. I’ve been here a dozen times in the recent past, hoping to find at least one good thing to return to. I wouldn’t recommend this place anymore for any reason, other than if...read more"
670,Chamiers Cafe,4,"Cafe, Fast Food, Continental, Italian, Beverages","1,200",chennai,"Ridiculously poor service, when asked to take the order they refused twice and kept us waiting for over 40mins until we decided to walk out. No one approached us even then despite there being only 4 other tables occupied."
671,Sandy's Chocolate Laboratory,4.3,"Cafe, Shake, Beverages, Sandwich, Continental, Italian, Desserts","1,700",chennai,Banana syrup with the pancake was rotten and smelly
672,The Board Room,4.2,"Cafe, Pizza, Pasta, Panini, Beverages, Shake",850,chennai,1st time I ordered from board room quality of food is worst both cottage cheese balls and onion rings had no taste then oil… cold coffee was worst then ice water
673,The Board Room,4.2,"Cafe, Pizza, Pasta, Panini, Beverages, Shake",850,chennai,"Pizza looking like Papadam, Test poor, Quality not good, my worst experience, with restaurant and Zomato "
674,The Board Room,4.2,"Cafe, Pizza, Pasta, Panini, Beverages, Shake",850,chennai,"The restaurant was part of the gaming room and the food was good with prompt service. Since food was ordered while playing the games, the ambience was noisy as many people were enthusiastically playing their games. "
675,Scooby's Cafe,3.2,"Cafe, Bakery, Beverages, Desserts, Fast Food",600,chennai,"This review is something that is going to be very close to my heart. I was looking out places to host my pet’s first bday and my friend suggested Scooby’s cafe since it was compact place with outdoor seating. After a lot of discussions with the cafe owner Sharmila , I reserved this place. I was skeptical about the food since I had gone through the reviews so I did not commit. Welcome drink was complimentary and I was glad it all worked in my budget. Sharmila was very accommodative to all my requests. Damn sweet :) So the D- day came , I was surprised with the cute decors. My friends and family had a lovely time. Since , they were hungry we ended up ordering some food and trust me...read more"
676,Scooby's Cafe,3.2,"Cafe, Bakery, Beverages, Desserts, Fast Food",600,chennai,Horrible and very pricy not worth the money please look into it . Ordered cupcakes and sandwiches. Both were extremely bad 
677,Scooby's Cafe,3.2,"Cafe, Bakery, Beverages, Desserts, Fast Food",600,chennai,one of the goli soda bottle was opened and the entire juice was spilled in the cover
678,Scooby's Cafe,3.2,"Cafe, Bakery, Beverages, Desserts, Fast Food",600,chennai,ordered for latte coffee but I received filter coffee ☹️
679,The FreshlyMade,4,"Cafe, Thai, Continental, Italian, Beverages, Desserts","1,400",chennai,undercooked food 
680,The FreshlyMade,4,"Cafe, Thai, Continental, Italian, Beverages, Desserts","1,400",chennai,"Yup, that's worth INR 410. Unbelievable less quantity for the price. You would think they would at least fill the two small portions with rice, but no. The food is good, quantity is sad."
681,The FreshlyMade,4,"Cafe, Thai, Continental, Italian, Beverages, Desserts","1,400",chennai,Not even lit hot
682,The FreshlyMade,4,"Cafe, Thai, Continental, Italian, Beverages, Desserts","1,400",chennai,We fall ill after eating there Burger & Pizza.
683,Beachville Coffee Roasters,3.9,"Cafe, Fast Food, Beverages, Desserts",700,chennai,One cookie was crumbled
684,Barrocco,3.8,"Cafe, Desserts, Asian, Beverages",600,chennai,We had ordered lychee flavoured boba milk tea but it was more of lychee essence and lime punch
685,Cafe CakeBee,4.5,"Cafe, Italian, Bakery, Desserts, Beverages, Shake",800,chennai,Need parking space or valet!
686,Atte - Glocal Cafe,4.2,"Cafe, Fast Food, Street Food, Beverages",700,chennai,"not a alsa bread omlet, it's local bread omlet "
687,Cafe Coffee Day,3,"Cafe, Coffee, Tea, Fast Food, Desserts, Beverages, Sandwich, Shake",750,chennai,super
688,Cafe Coffee Day,3,"Cafe, Coffee, Tea, Fast Food, Desserts, Beverages, Sandwich, Shake",750,chennai,Taste is not good
689,Cafe Coffee Day,3,"Cafe, Coffee, Tea, Fast Food, Desserts, Beverages, Sandwich, Shake",750,chennai,Not at all worth for money waste of money
690,Tryst Cafe,3.7,"Cafe, Italian, Continental, Pancake, Steak, Salad, Beverages",850,chennai,worst garlic bread in my life 
691,Tryst Cafe,3.7,"Cafe, Italian, Continental, Pancake, Steak, Salad, Beverages",850,chennai,garlic bread was one of the worst. Four slices of bread dunk in oil with garlic pieces roasted on only one side...so pathetic it was...couldn't have more than one bite of it because of the oil. pasta was so okeyish....no veggies ..I had literally searc for veggies ...I would say avoid this place...over rated..I ve had pastries from this place it was yummy....so tried Italian here....the worst experience....
692,Tryst Cafe,3.7,"Cafe, Italian, Continental, Pancake, Steak, Salad, Beverages",850,chennai,Beef was very tough. Needed to really CHEW. The Sea food pasta was very smelly. I have had much better food served at Tryst cafe than the home delivered stuff 
693,League of Breaks Cafe,4,"Cafe, Fast Food, Shake",650,chennai,Was invited to the place for a birthday treat. Service is very good and so is the ambience. Some dishes are worth the cost. Some I would suggest not to order again. The fish and chips was not properly cooked. on the other hand chicken starters were awesome in taste. They provide enough quantity for the value of money. Overall it's a nice place. 
694,League of Breaks Cafe,4,"Cafe, Fast Food, Shake",650,chennai,Food tastes very bad.
695,League of Breaks Cafe,4,"Cafe, Fast Food, Shake",650,chennai,"Bubble tea was amazing in Watermelon and Litchi flavour .. However, please avoid this place if you have pasta craving and if you are hungryThey took more than 50 minutes to deliver the pasta .. due to which I would never visit this place again.. "
696,Art Cafe,3.3,"Cafe, Fast Food, Beverages, Shake",500,chennai,"Quiet little (5 tables in all) place, in the basement of the building where the Revoke Gym is located in Alwarpet. I think Art Café and Fuel Juice & Pasta are the same joint, though they have different signage.Food quality was very good. Items prepared on the spot, served hot, good tasting. The items we ordered - waffle pizza, panneer pasta and cutlet sizzler with rice - were all well-made and tasted like someone had put some thought into them. The sizzler’s gravy (for the rice) was outstanding. Service could do with improvement. The waiter was a bit surly, but it may have been that he didn’t understand our Hindi and it looked like his replacement for the next shift had not...read more"
697,Art Cafe,3.3,"Cafe, Fast Food, Beverages, Shake",500,chennai,"Great ambience, there was a stand up show going on. The food was very okay, not a fan. Service etc was great. Probably won't visit again."
698,Art Cafe,3.3,"Cafe, Fast Food, Beverages, Shake",500,chennai,for the quality and size of the miniscule pizza the price of 250 rs is exorbitant!!!
699,Nicky's Cafe & Fine Pastries,3.9,"Cafe, Shake, Beverages, Bakery, Desserts, Burger, Sandwich, Fast Food",600,chennai,Impressed by the Excellent quality food with a neat package…Had a simple elegant sandwich after a long time…👍👍👌👌
700,Nicky's Cafe & Fine Pastries,3.9,"Cafe, Shake, Beverages, Bakery, Desserts, Burger, Sandwich, Fast Food",600,chennai,spoilt mushroom puff! no response from Zomato or the restaurant! pathetic 
701,Express Cafe,3.7,"Cafe, Fast Food",700,chennai,"It was a Great experience with express cafe. Ordered chicken tikka,bhel puri and chicken biryani. All dishes are equally delicious. Highly recommended. Thank you very much Sourav. I'll come back very soon."
702,Express Cafe,3.7,"Cafe, Fast Food",700,chennai,"I ordered bhel puri, tandoori chicken pizza and murg malai tikka. All the foods were very delicious and specially chicken pieces are very tender and juicy. Thanks to Express cafe team 😀"
703,Express Cafe,3.7,"Cafe, Fast Food",700,chennai,I love the taste it's the best hotel in the town. taste like heaven.Try and you will enjoy the taste of food. 
704,Express Cafe,3.7,"Cafe, Fast Food",700,chennai,I can say best North Indian Restaurant in Thoraipakkam area. lovely food and very quick delivery. thanks to express cafe team and zomato.
705,Express Cafe,3.7,"Cafe, Fast Food",700,chennai,"I had ordered online and it came in as expected, quenched my thirst for having the perfect food ever."
706,Cafe Blanca,3,"Cafe, Sandwich, Fast Food, Desserts, Shake",850,chennai,I ordered The ganache Belgium jar and it was too good tbh for a chocolate lover like me. Can’t wait to try the others. Cookies were good too.
707,Cafe Blanca,3,"Cafe, Sandwich, Fast Food, Desserts, Shake",850,chennai,"The chicken club sandwich was amazing, grilled good and juicy. The jars were out of the world , I ordered butterscotch nougat and lotus biscoff jar and still couldn't stop craving for those. Must try."
708,Cafe Blanca,3,"Cafe, Sandwich, Fast Food, Desserts, Shake",850,chennai,"The place looks amazing. The service took good care of us till the end. The Walnut Browne was warm, fluffy, crunchy on the outside and gooey on the inside. The chef did a fine job. The cappuccino was creamy and strong. The strawberry milkshake was just like any other."
709,Esperance,3.1,"Cafe, Chinese, Fast Food, Desserts, Beverages",850,chennai,"Don't go. Just don't go. They are not serious about what they do. Everything you touch will show a big red flag, from a menu card to the look of the dish leave alone taste. Cafe that doesn't have coffee, Italian cafe that has no clue how a pasta looks or tastes. V disappointing for the ample space and exteriors they have invested, they are pathetic inside. "
710,Esperance,3.1,"Cafe, Chinese, Fast Food, Desserts, Beverages",850,chennai,Nothing major to write as we just ordered a birthday cake but the bakery cake guy was slightly arrogant about his preferred communication language. He offered me to talk in Arabic as he seem to have worked in middle East countries 🙂 . But cake was good only though slightly more costlier than other bakeries in & around mogappair but okay and he lost one star due to his attitude . Ambiance was clean too . Be humble & polite while serving your customers because for them you are able to manage your life .
